pm_start,pm_end,length,lanes,on_ramp,off_ramp,on_ramp_name,off_ramp_name,caltrans_pm_start,caltrans_pm_end,length_warning,fd_vds_id,vds_id,vds_pm,vds_lanes,vds_source,vds_distance_mi,vds_n_candidates,on_ramp_vds_id,off_ramp_vds_id,Notes
12.486685,12.898275,0.41159,4,False,False,,,1.800000522,2.499999798,ok,,408755,12.65900868,4,direct_tiebreak,0.0,3,,,
12.898275,13.384404,0.486129,4,True,True,,,2.499999798,3.000000574,ok,400189.0,408756,12.727,4,ff_assignment,0.0,3,"418449, 425000",402947,
13.384404,13.724622,0.340218,4,False,False,,,3.000000574,3.399999733,ok,,400189,13.66477312,4,direct,0.0,1,,,
13.724622,13.930324,0.205702,4,True,False,,,3.399999733,3.500000488,ok,,400309,13.85187751,4,direct,0.0,1,402948,,Borrowed 0.05 miles from next cell
13.930324,14.758835,0.828511,4,True,True,,,3.500000488,4.399999839,ok,,400417,14.4042856,4,direct,0.0,1,402949,402951,Loaned 0.05 miles to previous cell
14.758835,15.14776,0.388925,4,False,False,,,4.399999839,4.799999824,ok,,400249,15.02576428,4,direct,0.0,1,,,
15.14776,15.352213,0.204453,4,True,False,,,4.799999824,4.999999604,ok,,401639,15.16539949,4,direct,0.0,1,402952,,Borrowed 0.01 miles from next cell
15.352213,16.324028,0.971815,4,True,True,,,4.999999604,5.95302441,ok,,401639,15.16539949,4,nearest_upstream,-0.667721013,0,402943,402956,Loaned 0.01 miles to previous cell
16.324028,16.672628,0.3486,4,False,False,,,5.95302441,6.300000786,ok,,400662,16.54664407,4,direct,0.0,1,,,
16.672628,17.317284,0.644656,3,True,True,,,6.300000786,6.899999996,ok,,400141,16.73664891,4,nearest_upstream,-0.339159086,0,"402957, 402960",402962,Combined due to short distance after 402957
17.317284,17.639585,0.322301,4,False,False,,,6.899999996,7.300000122,ok,,400761,17.49364965,4,direct,0.0,1,,,
17.639585,18.2,0.560415,4,True,False,,,7.300000122,7.400000385,ok,,400490,17.72348384,4,nearest_upstream,0.0,1,"402963, 402965",,"Combined ORs, borrowed 0.384044 miles from next cell"
18.2,18.968856,0.768856,5,True,True,,,7.400000385,8.60000065,ok,,401888,18.80098639,5,nearest_upstream,0.0,1,,402967,"Split cell, loaned 0.384044 to previous cell"
18.968856,19.29353,0.324674,4,False,False,,,8.60000065,8.899999852,ok,,400137,19.19073029,4,direct,0.0,1,,,
19.29353,19.508119,0.214589,4,True,False,,,8.899999852,9.10000058,ok,,400716,19.39028443,4,direct,0.0,1,402968,,
19.508119,20.364195,0.856076,5,True,True,,CA 84,9.10000058,9.99999979,ok,,401545,20.25557172,5,direct,0.0,1,402964,402972,
20.364195,20.711067,0.346872,4,False,False,,,9.99999979,10.40000008,ok,,401011,20.63623381,4,direct,0.0,1,,,
20.711067,20.92066,0.209593,4,True,False,,,10.40000008,10.60000043,ok,,400674,20.84793866,4,direct,0.0,1,402973,,
20.92066,21.537,0.61634,5,True,True,,,10.60000043,11.31,ok,,400539,21.277,5,direct,0.0,1,402976,402980,Splitting cell at FR Abs_PM
21.537,21.887,0.35,4,False,False,,,11.31,11.66,ok,,400534,21.887,4,direct,0.0,1,,,Splitting cell at OR Abs_PM
21.887,22.377,0.49,4,True,False,,,11.66,12.15,ok,,401062,22.227,4,direct,0.0,1,402981,,Splitting cell 0.15 miles downstream of ML Abs_PM
22.377,23.134879,0.757879,4,False,True,,,12.15,12.80000049,ok,,401613,22.777,4,direct_tiebreak,0.0,2,v400003,,FR missing VDS
23.134879,23.545269,0.41039,4,False,False,,,12.80000049,13.19999945,ok,,400536,23.52801994,4,direct,0.0,1,,,
23.545269,23.808398,0.263129,5,True,True,,,13.19999945,13.39999931,ok,,400536,23.52801994,5,nearest_upstream,-0.148813561,0,402985,402986,
23.808398,24.253221,0.444823,5,False,False,,,13.39999931,13.89999953,ok,,400488,24.14566975,5,direct,0.0,1,,,
24.253221,25.10998,0.856759,5,True,False,,,13.89999953,14.70000024,ok,,401561,24.61662129,5,direct_tiebreak,0.0,2,402989,,Combined with upstream due to shortness of upstream
25.10998,25.728113,0.618133,5,True,True,,,14.70000024,15.40000007,ok,,400928,25.31852019,5,direct,0.0,1,402990,403170,Combined with upstream due to shortness of upstream
25.728113,26.226392,0.498279,4,False,False,,,15.40000007,15.89999993,ok,,400284,25.90973164,4,direct_tiebreak,0.0,2,,,
26.226392,26.734478,0.508086,5,True,True,,,15.89999993,16.39999956,ok,,408133,26.45913228,5,direct_tiebreak,0.0,2,"402995, 402996","412639, 412640",
26.734478,27.262933,0.528455,4,False,False,,,16.39999956,16.89999962,ok,,417665,26.92878708,4,direct_tiebreak,0.0,3,,,
27.262933,27.679722,0.416789,6,True,True,,,16.89999962,17.31028389,ok,,408134,27.63748151,6,direct,0.0,1,"412638, 417667","403113, 403114","Combined with upstream, downstream due to shortness of each"
27.679722,28.261569,0.581847,5,False,False,,,17.31028389,17.89999936,ok,,400685,27.84771514,5,direct_tiebreak,0.0,2,,,
28.261569,28.529337,0.267768,5,True,True,,,17.89999936,18.20000025,ok,,400898,28.39579513,5,direct,0.0,1,403002,403005,
28.529337,28.990659,0.461322,5,False,False,,,18.20000025,18.60000016,ok,,400275,28.84463699,5,direct,0.0,1,,,
28.990659,29.687937,0.697278,5,True,False,,,18.60000016,19.29727816,ok,,400939,29.73048313,5,direct_tiebreak,0.0,2,403006,,Artificially split halfway
29.687937,30.385215,0.697278,5,False,True,,,19.29727816,19.99999951,ok,,400990,29.907,5,direct_tiebreak,0.0,3,,"405735, 402168",Artificially split halfway
30.385215,30.893983,0.508768,4,False,True,,,19.99999951,20.50000059,ok,,400252,30.78795668,4,direct,0.0,1,,403008,
30.893983,31.426419,0.532436,4,True,False,,,20.50000059,21.10000075,ok,,400788,31.1954031,4,direct,0.0,1,418451,,
31.426419,32.357,0.930581,5,True,False,,,21.10000075,22.03058175,ok,,401517,32.49996381,5,direct,0.0,1,"427924, 403011",,
32.357,33.028135,0.671135,5,False,True,,,22.03058175,22.60000021,ok,,401871,32.727,5,direct,0.0,1,,v400004,
33.028135,33.393209,0.365074,4,False,False,,,22.60000021,22.99999984,ok,,400574,33.32963701,4,direct,0.0,1,,,
33.393209,33.663092,0.269883,5,True,True,,,22.99999984,23.29999941,ok,,401629,33.57000944,5,direct,0.0,1,418450,403016,
33.663092,34.135828,0.472736,4,False,False,,,23.29999941,23.79999907,ok,,400333,34.05840311,4,direct_tiebreak,0.0,2,,,
34.135828,34.888317,0.752489,4,True,True,,,23.79999907,24.49999985,ok,,410363,34.40051161,4,direct,0.0,1,"403017, 403018",403020,
34.888317,35.151394,0.263077,4,False,False,,,24.49999985,24.79999932,ok,,400360,35.01728233,4,direct,0.0,1,,,
35.151394,35.358783,0.207389,5,True,False,,,24.79999932,24.99999972,ok,,400955,35.20550512,5,direct,0.0,1,403021,,
35.358783,35.608533,0.24975,5,True,True,,,24.99999972,25.20000036,ok,,400955,35.20550512,5,nearest_upstream,-0.253152882,0,403024,410367,Borrowed 0.05 miles from next cell
35.608533,35.95025,0.341717,4,False,False,,,25.20000036,25.60000108,ok,,400495,35.81768373,4,direct,0.0,1,,,Loaned 0.05 miles to previous cell
35.95025,36.345687,0.395437,5,True,True,,,25.60000108,25.99999958,ok,,400608,35.95095316,5,nearest_upstream,-0.228486844,0,"410364, 410366",v400005,"Combined with upstream due to shortness of upstream, FR missing VDS"
36.345687,37.264347,0.91866,4,False,False,,,25.99999958,26.89999995,ok,,400949,37.20572328,4,direct,0.0,1,,,
37.264347,37.818222,0.553875,5,True,True,,,26.89999995,27.49999955,ok,,400949,37.20572328,4,nearest_upstream,-0.335561224,0,"403028, 403029",403030,
37.818222,38.476992,0.65877,4,False,False,,,27.49999955,28.10000025,ok,,400678,37.89683463,4,direct_tiebreak,0.0,2,,,
38.476992,38.903162,0.42617,4,True,True,,,28.10000025,28.50000015,ok,,400678,37.89683463,4,nearest_upstream,-0.793242373,0,"403034, 403035",403036,
38.903162,39.133346,0.230184,4,False,True,,,28.50000015,28.79999946,ok,,400607,39.01983583,4,direct,0.0,1,,403039,"FR moved up to fulfill (a), (b), (e)"
39.133346,39.628134,0.494788,4,True,False,,,28.79999946,29.29999885,ok,,400682,39.46930643,4,direct_tiebreak,0.0,2,403041,,Combined with upstream due to shortness of upstream
39.628134,40.626957,0.998823,4,True,False,,,29.29999885,30.20000125,ok,,400682,39.46930643,4,nearest_upstream,-0.658239073,0,"403044, 403045",,
40.626957,41.2256,0.598643,4,False,True,,,30.20000125,30.89999956,ok,,400682,39.46930643,4,nearest_upstream,-1.456972073,0,,408139,
41.2256,41.482198,0.256598,4,False,True,,,30.89999956,31.10000033,ok,,408138,41.32136055,4,direct,0.0,1,,v400006,FR missing VDS
